mano,dedo_id,timestamp,ax,ay,az,gx,gy,gz,label
R,0,1976781,-5.346,-4.457,5.661,-0.211,0.184,0.261,D
R,1,1976784,-7.402,-2.687,5.279,0.104,0.05,0.032,D
R,2,1976787,0.0,0.0,0.0,0.0,0.0,0.0,D
R,3,1976790,-8.259,5.204,-0.383,0.119,0.033,-0.034,D
R,4,1976793,-7.313,5.831,-0.436,0.053,-0.011,-0.068,D
L,0,1966010,-8.868,3.062,3.226,-0.03,-0.008,0.005,D
L,1,1966014,-8.984,1.657,3.196,-0.027,0.016,-0.023,D
L,2,1966018,-9.067,1.827,3.084,0.017,-0.002,-0.025,D
L,3,1966022,-9.549,-0.421,2.29,0.015,0.014,-0.031,D
L,4,1966026,-9.325,-1.725,-0.3,-0.034,-0.008,-0.015,D
R,0,1982839,2.369,-7.579,5.729,-0.228,-0.006,0.129,D
R,1,1982843,2.186,-1.173,8.936,-0.079,0.057,0.153,D
R,2,1982846,0.0,0.0,0.0,0.0,0.0,0.0,D
R,3,1982849,-7.877,3.788,3.491,-0.005,0.14,-0.037,D
R,4,1982852,-5.861,5.62,5.209,-0.028,0.126,-0.074,D
L,0,1972030,-8.412,3.411,4.603,0.056,0.038,0.1,D
L,1,1972034,-8.189,2.513,4.626,0.141,0.021,0.106,D
L,2,1972038,-7.92,3.462,4.263,0.138,-0.051,0.093,D
L,3,1972042,-9.03,0.357,3.736,0.08,-0.079,0.077,D
L,4,1972046,-9.51,-0.965,0.267,-0.008,-0.018,0.168,D
R,0,1988897,-10.44,-3.985,4.512,-0.201,-1.061,-0.912,D
R,1,1988900,-9.208,-3.992,6.51,-0.219,-0.401,-0.499,D
R,2,1988903,0.0,0.0,0.0,0.0,0.0,0.0,D
R,3,1988906,-6.724,3.935,-2.173,-0.435,-0.004,-1.111,D
R,4,1988909,-5.057,3.339,-1.914,-0.361,-0.441,-0.335,D
L,0,1978050,-8.899,3.043,3.219,-0.066,0.077,0.109,E
L,1,1978054,-8.991,1.727,2.884,0.01,0.026,-0.003,E
L,2,1978058,-9.108,1.842,2.649,0.027,0.016,0.015,E
L,3,1978062,-9.583,-0.102,1.966,0.01,0.009,0.012,E
L,4,1978065,-9.269,-1.226,-0.929,-0.03,-0.006,0.023,E
R,0,1994956,2.801,-6.636,7.078,-0.166,-0.006,0.033,E
R,1,1994959,2.806,-2.213,8.802,-0.01,-0.001,0.017,E
R,2,1994962,0.0,0.0,0.0,0.0,0.0,0.0,E
R,3,1994965,-8.562,3.682,2.259,-0.035,0.057,-0.012,E
R,4,1994968,-6.591,4.943,5.073,-0.06,0.043,-0.025,E
L,0,1984070,-7.889,1.251,6.577,-0.018,0.011,0.061,E
L,1,1984074,-8.031,-0.6,5.369,0.009,0.013,0.032,E
L,2,1984078,-7.963,0.33,5.279,0.046,0.008,0.029,E
L,3,1984082,-8.692,-2.81,3.077,0.028,0.007,0.015,E
L,4,1984086,-8.803,-3.723,0.764,-0.041,0.01,0.056,E
R,0,2001014,-2.678,-3.357,9.007,-0.175,0.093,-0.058,E
R,1,2001017,-6.798,-5.738,3.086,0.023,0.056,-0.018,E
R,2,2001020,0.0,0.0,0.0,0.0,0.0,0.0,E
R,3,2001023,-8.86,2.774,2.727,0.043,0.049,-0.013,E
R,4,2001026,-6.895,4.189,5.466,0.002,0.034,-0.047,E
L,0,1990090,-7.197,2.395,5.203,0.259,-0.245,-0.084,E
L,1,1990094,-6.542,1.42,4.931,0.538,-0.235,-0.16,E
L,2,1990098,-6.187,1.846,4.418,0.449,-0.071,-0.28,E
L,3,1990102,-7.039,-1.234,3.633,0.458,0.076,-0.211,E
L,4,1990106,-7.496,-2.06,1.31,0.416,0.16,0.011,E
R,0,2007072,-8.18,-6.169,3.66,-0.267,0.149,-0.175,E
R,1,2007075,-8.736,-3.405,2.8,0.037,-0.052,-0.254,E
R,2,2007078,0.0,0.0,0.0,0.0,0.0,0.0,E
R,3,2007081,-7.858,4.507,-2.75,0.083,0.09,-0.297,E
R,4,2007084,-7.171,4.341,-2.466,-0.038,0.082,-0.216,E
L,0,1996110,-4.693,-4.981,-6.406,-0.054,-0.004,-0.062,E
L,1,1990094,-6.542,1.42,4.931,0.538,-0.235,-0.16,E
L,2,1990098,-6.187,1.846,4.418,0.449,-0.071,-0.28,E
L,3,1990102,-7.039,-1.234,3.633,0.458,0.076,-0.211,E
L,4,1990106,-7.496,-2.06,1.31,0.416,0.16,0.011,E
R,0,2013129,2.285,-4.474,8.759,-0.211,0.007,0.055,E
R,1,2013132,-6.139,-7.166,1.033,-0.065,0.01,-0.008,E
R,2,2013135,0.0,0.0,0.0,0.0,0.0,0.0,E
R,3,2013138,-9.298,1.377,1.531,-0.038,0.084,-0.026,E
R,4,2013141,-8.022,3.172,3.852,-0.063,0.073,-0.041,E
L,0,2002130,-8.861,-0.205,-2.099,-0.041,0.106,0.036,E
L,1,2002134,-8.967,1.555,-2.02,0.097,0.132,-0.107,E
L,2,2002138,-8.82,2.811,-1.882,0.148,0.026,-0.14,E
L,3,2002142,-8.042,3.12,-2.541,0.103,0.126,-0.099,E
L,4,2002146,-6.743,0.444,-5.539,-0.111,0.108,-0.024,E
R,0,2019188,0.929,-5.48,8.478,-0.096,0.186,-0.301,E
R,1,2019191,-7.657,-5.015,-0.099,-0.026,-0.068,0.048,E
R,2,2019194,0.0,0.0,0.0,0.0,0.0,0.0,E
R,3,2019198,-8.938,1.939,-0.482,-0.12,0.108,0.015,E
R,4,2019201,-8.326,2.935,1.629,-0.064,0.058,0.014,E
L,0,2008150,-8.703,0.992,-1.474,0.173,-0.369,0.226,E
L,1,2008154,-8.631,1.215,-0.626,0.478,-0.223,0.439,E
L,2,2008158,-8.407,2.691,-0.362,0.261,-0.288,0.316,E
L,3,2008162,-8.592,2.911,-0.412,0.174,-0.456,0.404,E
L,4,2008166,-8.18,0.439,-3.745,-0.015,-0.3,0.499,E
R,0,2025246,-1.45,-2.252,9.427,0.217,0.867,-0.151,E
R,1,2025249,-5.266,-5.989,2.316,-0.338,0.073,0.084,E
R,2,2025252,0.0,0.0,0.0,0.0,0.0,0.0,E
R,3,2025255,-8.487,1.068,2.94,-0.229,0.327,-0.08,E
R,4,2025258,-7.527,2.932,4.741,-0.183,0.321,-0.08,E
L,0,2014170,-8.247,-0.232,-3.654,-0.006,-0.075,0.088,F
L,1,2014174,-8.285,-0.461,-4.213,0.024,-0.058,0.06,F
L,2,2014178,-8.405,-1.52,-4.125,0.048,-0.081,0.102,F
L,3,2014182,-7.345,0.788,-5.38,0.033,-0.112,0.058,F
L,4,2014186,-4.671,-2.137,-6.676,-0.029,-0.074,0.107,F
R,0,2031305,-8.936,-2.916,-1.66,-0.133,-0.091,0.091,F
R,1,2031308,-8.756,-2.221,-0.769,-0.119,0.05,0.142,F
R,2,2031311,0.0,0.0,0.0,0.0,0.0,0.0,F
R,3,2031314,-5.578,2.998,-6.762,-0.086,0.13,0.096,F
R,4,2031317,-5.224,2.65,-6.554,-0.101,0.16,0.094,F
L,0,2020190,-9.619,-0.648,0.741,-0.061,0.008,0.021,F
L,1,2020194,-9.426,-0.992,0.266,-0.044,0.037,0.002,F
L,2,2020198,-9.6,-0.196,0.432,-0.018,0.03,0.012,F
L,3,2020202,-9.416,-0.401,-1.571,-0.027,0.029,0.006,F
L,4,2020206,-7.424,-3.364,-3.944,-0.092,0.013,-0.015,F
R,0,2037363,1.893,-5.963,8.082,-0.223,0.004,-0.053,F
R,1,2037366,-6.636,-5.618,3.407,0.011,0.074,-0.033,F
R,2,2037369,0.0,0.0,0.0,0.0,0.0,0.0,F
R,3,2037372,-3.709,-0.074,8.726,-0.008,0.067,-0.088,F
R,4,2037375,-2.5,4.468,8.639,-0.06,0.032,-0.104,F
L,0,2026210,-8.06,-3.498,-1.915,0.512,-0.248,0.171,F
L,1,2026214,-7.963,-2.381,-3.48,0.548,-0.126,-0.022,F
L,2,2026218,-8.584,-1.866,-2.962,0.598,-0.19,0.019,F
L,3,2026222,-7.5,0.084,-5.212,0.596,-0.173,0.088,F
L,4,2026226,-4.372,-2.824,-6.54,0.488,-0.018,0.361,F
R,0,2043421,2.332,-5.813,7.434,-0.09,-0.037,-0.162,F
R,1,2043424,-6.031,-6.426,3.262,0.045,0.048,-0.105,F
R,2,2043427,0.0,0.0,0.0,0.0,0.0,0.0,F
R,3,2043430,-4.433,0.493,8.492,-0.102,-0.028,-0.157,F
R,4,2043433,-3.428,4.254,8.359,-0.159,-0.079,-0.083,F
L,0,2032230,-8.192,-2.155,-1.296,-0.588,-1.297,1.248,G
L,1,2032234,-9.067,-3.464,-2.361,-0.298,-2.044,0.805,G
L,2,2032238,-8.741,-3.436,-3.17,-1.479,-2.045,1.64,G
L,3,2032242,-6.952,-1.824,-6.193,-1.298,-2.904,0.11,G
L,4,2032246,-4.495,-4.47,-5.878,-0.951,-2.521,0.531,G
R,0,2049479,-1.131,4.081,7.44,0.892,-0.56,0.429,G
R,1,2049482,-2.722,4.293,9.783,-0.793,0.348,1.465,G
R,2,2049485,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2049488,2.41,7.078,3.115,-0.992,0.306,1.015,G
R,4,2049491,3.943,6.692,1.11,-0.479,0.541,1.049,G
L,0,2038250,-6.888,-4.299,-4.349,-0.039,-0.017,-0.006,G
L,1,2038254,-5.869,-3.664,-6.479,-0.017,0.014,-0.038,G
L,2,2038258,-5.529,-5.326,-5.981,0.007,-0.006,-0.025,G
L,3,2038262,-3.849,-1.557,-8.314,0.003,0.022,-0.038,G
L,4,2038265,-0.773,-4.137,-7.69,-0.042,0.016,-0.018,G
R,0,2055537,-8.839,-1.35,-0.514,1.747,-0.953,1.933,G
R,1,2055540,-10.321,1.615,-1.227,0.863,-1.195,1.647,G
R,2,2055543,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2055547,-6.139,5.3,-8.258,-0.718,-0.26,2.681,G
R,4,2055550,-6.29,4.274,-8.932,-0.721,0.115,2.886,G
L,0,2044270,-7.29,-5.112,-3.473,-0.112,-0.073,0.051,G
L,1,2044274,-6.193,-4.266,-5.964,-0.035,-0.069,-0.059,G
L,2,2044278,-6.402,-5.349,-5.154,-0.027,-0.1,-0.067,G
L,3,2044282,-4.152,-1.823,-8.248,0.01,-0.046,-0.148,G
L,4,2044285,-0.639,-4.518,-7.575,-0.009,-0.146,-0.103,G
R,0,2061595,-3.773,7.112,5.353,-0.145,0.068,0.073,G
R,1,2061598,0.839,9.24,2.835,-0.002,0.009,0.025,G
R,2,2061601,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2061604,3.146,8.827,3.19,-0.031,0.056,0.041,G
R,4,2061607,4.579,8.608,2.571,-0.052,0.06,0.027,G
L,0,2050290,-8.137,-2.753,-2.768,0.023,-0.315,0.078,H
L,1,2050294,-8.223,-1.659,-3.706,0.076,-0.301,-0.071,H
L,2,2050298,-8.576,-1.486,-3.445,0.074,-0.329,-0.017,H
L,3,2050302,-7.436,0.632,-5.181,0.119,-0.254,-0.175,H
L,4,2050306,-4.427,-2.702,-6.579,0.141,-0.27,-0.05,H
R,0,2067654,-6.548,8.932,2.189,-0.308,-0.128,-0.206,H
R,1,2067657,1.189,9.608,2.365,-0.191,-0.119,0.046,H
R,2,2067660,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2067663,1.844,8.374,5.233,-0.213,0.022,-0.105,H
R,4,2067666,2.958,8.078,5.618,-0.259,0.01,-0.091,H
L,0,2056310,-7.869,-2.011,-3.609,0.474,-0.163,0.278,I
L,1,2056314,-6.985,-1.507,-4.962,0.496,-0.047,0.132,I
L,2,2056318,-6.987,-2.21,-4.99,0.541,-0.062,0.148,I
L,3,2056322,-5.363,0.79,-6.409,0.438,-0.054,0.161,I
L,4,2056326,-2.174,-1.966,-7.25,0.279,0.13,0.273,I
R,0,2073711,-12.578,1.361,0.101,-1.236,-0.588,1.182,I
R,1,2073714,-10.411,4.791,-2.266,-1.644,0.492,1.442,I
R,2,2073717,0.0,0.0,0.0,0.0,0.0,0.0,I
R,3,2073720,-0.929,8.432,-8.06,-1.463,1.408,-0.037,I
R,4,2073723,0.281,7.46,-8.301,-1.323,1.393,-0.087,I
L,0,2062330,-8.019,-1.605,-2.925,-0.137,-0.057,-0.005,I
L,1,2062334,-8.019,-0.457,-3.346,-0.093,-0.004,-0.07,I
L,2,2062338,-8.313,0.121,-3.317,-0.065,-0.009,-0.049,I
L,3,2062342,-7.459,1.942,-4.383,-0.057,0.043,-0.064,I
L,4,2062345,-5.131,-1.201,-6.424,-0.101,0.017,-0.073,I
R,0,2079769,-6.825,-2.107,4.846,-1.185,-1.145,-0.218,I
R,1,2079772,-7.143,-0.364,3.451,-1.284,-0.242,-0.071,I
R,2,2079775,0.0,0.0,0.0,0.0,0.0,0.0,I
R,3,2079778,-4.926,4.822,-3.608,-0.679,3.53,-0.932,I
R,4,2079781,-4.471,5.377,-2.582,-0.752,1.973,-0.642,I
L,0,2068350,-8.703,-2.538,-1.589,-0.047,-0.056,-0.136,H
L,1,2068354,-8.478,-2.252,-2.793,-0.041,0.039,-0.155,H
L,2,2068358,-8.924,-1.828,-2.379,-0.018,0.003,-0.141,H
L,3,2068362,-7.882,-0.3,-4.846,0.01,0.096,-0.132,H
L,4,2068365,-5.207,-3.151,-6.183,-0.021,0.068,-0.125,H
R,0,2085827,-6.4,-2.166,3.266,0.287,0.693,-0.224,H
R,1,2085830,-5.869,0.176,2.274,0.796,0.301,-0.351,H
R,2,2085833,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2085836,-4.736,4.82,-2.067,0.997,-0.227,0.245,H
R,4,2085840,-4.385,4.247,-2.43,0.848,-0.164,0.208,H
L,0,2074370,4.859,-8.211,3.182,0.082,-0.165,-0.07,H
L,1,2074374,5.015,-7.982,-2.489,0.061,-0.062,-0.148,H
L,2,2074378,5.562,-7.944,-1.313,0.095,-0.095,-0.124,H
L,3,2074382,6.285,-7.247,-1.903,0.116,-0.037,-0.129,H
L,4,2074386,7.995,-5.956,0.265,0.092,-0.032,-0.088,H
R,0,2091885,-4.498,6.737,-1.019,0.667,0.174,-0.949,H
R,1,2091888,-4.882,9.735,-3.296,0.708,-0.951,-1.437,H
R,2,2091891,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2091894,4.026,9.396,-3.188,0.24,-1.133,0.059,H
R,4,2091897,5.38,7.596,-4.281,0.085,-1.043,0.125,H
L,0,2080390,5.48,-8.065,3.598,0.029,-0.33,-1.007,H
L,1,2080394,6.042,-7.854,-1.678,-0.193,0.255,-0.91,H
L,2,2080398,6.331,-7.11,0.651,-0.231,0.164,-1.121,H
L,3,2080402,6.128,-7.104,0.537,0.141,0.531,-0.978,H
L,4,2080406,7.576,-5.085,1.786,0.059,0.533,-0.777,H
R,0,2097943,-4.895,5.137,6.414,-0.348,-0.096,0.104,H
R,1,2097946,-4.975,6.634,4.829,-0.129,-0.219,0.19,H
R,2,2097949,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2097952,-0.057,10.048,-1.425,-0.198,0.044,0.049,H
R,4,2097955,0.962,9.263,-3.096,-0.324,0.096,-0.021,H
L,0,2086410,6.97,-9.409,0.833,-0.136,0.202,0.504,H
L,1,2086414,6.451,-6.062,-4.481,0.063,-0.156,0.526,H
L,2,2086418,6.764,-6.918,-2.359,0.251,-0.097,0.596,H
L,3,2086422,7.841,-5.471,-2.739,-0.277,-0.302,0.365,H
L,4,2086426,9.651,-3.457,-0.682,-0.111,-0.119,0.63,H
R,0,2104002,-8.739,2.893,-1.241,-0.3,-0.053,0.239,H
R,1,2104005,-7.73,4.711,-2.72,-0.21,0.001,0.254,H
R,2,2104008,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2104011,-0.267,6.907,-6.896,-0.268,0.215,0.098,H
R,4,2104014,0.454,5.454,-7.517,-0.271,0.247,0.076,H
L,0,2092430,-4.258,-9.27,3.411,-0.59,-0.432,0.408,H
L,1,2092434,-4.565,-10.946,0.552,-0.815,0.122,0.523,H
L,2,2092438,-5.016,-11.297,1.738,-0.489,-0.145,0.225,H
L,3,2092442,-5.004,-10.75,-4.708,-0.504,-0.448,0.099,H
L,4,2092446,-2.325,-12.121,-2.936,-0.572,-0.533,0.437,H
R,0,2110059,-3.979,6.785,2.873,-0.562,0.224,-1.354,H
R,1,2110062,-3.462,7.602,0.992,-0.43,0.149,-1.424,H
R,2,2110065,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2110068,0.472,8.112,-3.862,0.384,-0.443,-1.492,H
R,4,2110071,1.208,7.179,-5.462,0.21,-0.803,-1.412,H
L,0,2098450,-8.566,-3.968,0.378,0.05,0.376,0.118,H
L,1,2098454,-7.228,-4.92,-2.86,-0.004,0.294,0.227,H
L,2,2098458,-7.447,-5.763,-1.555,0.017,0.324,0.166,H
L,3,2098462,-6.39,-4.167,-5.353,-0.062,0.185,0.292,H
L,4,2098466,-4.094,-5.754,-5.18,-0.194,0.231,0.273,H
R,0,2116117,-6.887,-4.263,5.945,-1.218,1.069,-0.531,H
R,1,2116120,-9.999,-1.96,4.816,-0.06,0.962,-0.934,H
R,2,2116123,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2116126,-8.751,7.051,-2.951,1.038,0.324,-0.597,H
R,4,2116129,-7.071,8.179,-3.925,0.91,0.066,-0.814,H
L,0,2104470,-8.193,-3.008,-0.561,0.101,-0.305,-0.051,H
L,1,2104474,-7.858,-3.56,-2.482,0.232,-0.274,-0.141,H
L,2,2104478,-8.492,-3.558,-1.782,0.114,-0.314,0.054,H
L,3,2104482,-7.918,-2.136,-4.475,0.114,-0.265,-0.11,H
L,4,2104486,-5.485,-3.973,-5.61,0.156,-0.167,-0.008,H
R,0,2122175,-7.719,-3.849,-0.494,0.134,0.236,0.198,H
R,1,2122178,-8.844,-3.527,0.205,0.337,0.063,0.046,H
R,2,2122181,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2122184,-8.296,1.65,-6.173,0.189,0.022,0.137,H
R,4,2122187,-7.794,1.215,-6.048,0.135,0.033,0.08,H
L,0,2110490,-7.761,-3.126,-1.18,-0.057,0.53,0.212,H
L,1,2110494,-6.357,-2.989,-4.249,-0.012,1.18,0.17,H
L,2,2110498,-6.815,-4.624,-5.254,1.376,1.377,-0.648,H
L,3,2110502,-5.616,-0.724,-7.593,1.297,1.689,0.076,H
L,4,2110506,-3.32,-4.363,-7.089,1.215,0.916,0.45,H
R,0,2128233,-3.209,8.186,4.669,-0.087,0.143,0.013,H
R,1,2128236,-1.306,10.242,0.86,0.575,-0.023,0.327,H
R,2,2128239,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2128242,4.731,9.078,1.134,-0.22,1.236,0.038,H
R,4,2128245,5.939,8.48,0.344,-0.312,0.772,-0.281,H
L,0,2116510,-5.897,-4.97,-4.651,0.487,0.264,0.293,H
L,1,2116514,-4.887,-3.644,-6.931,0.492,0.289,0.29,H
L,2,2116518,-4.881,-5.194,-6.323,0.517,0.369,0.278,H
L,3,2116522,-3.136,-1.147,-8.588,0.385,0.192,0.511,H
L,4,2116526,-0.463,-3.369,-8.036,0.155,0.37,0.56,H
R,0,2134291,-8.161,0.436,1.018,1.629,-1.035,4.382,H
R,1,2134294,-9.579,3.581,2.561,0.937,-0.274,5.296,H
R,2,2134298,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2134301,-1.435,8.803,-4.721,-2.828,1.219,3.613,H
R,4,2134304,-0.533,8.383,-5.374,-2.672,2.304,3.385,H
L,0,2122530,-7.502,-2.301,-5.942,0.275,0.638,0.08,H
L,1,2122534,-7.879,-1.298,-6.46,0.09,0.564,0.24,H
L,2,2122538,-8.638,-1.8,-6.073,0.227,0.536,0.278,H
L,3,2122542,-7.214,2.009,-7.128,0.124,0.418,0.472,H
L,4,2122545,-4.056,-1.256,-8.593,-0.038,0.56,0.492,H
R,0,2140350,-5.047,1.931,2.081,1.839,1.773,-3.043,H
R,1,2140353,-3.546,3.79,-0.084,2.64,0.286,-4.093,H
R,2,2140356,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2140359,0.214,5.938,-6.171,4.579,-4.017,-0.481,H
R,4,2140362,1.726,5.788,-6.134,4.62,-4.013,0.143,H
L,0,2128550,-6.782,-3.688,-4.681,-0.039,0.029,-0.128,H
L,1,2128554,-7.214,-1.17,-6.073,-0.036,0.165,-0.115,H
L,2,2128558,-7.895,-1.326,-5.902,0.044,0.126,-0.133,H
L,3,2128562,-6.534,2.15,-7.056,0.06,0.18,-0.076,H
L,4,2128566,-3.338,-1.367,-8.572,-0.039,0.175,-0.008,H
R,0,2146407,-4.926,9.02,-2.63,-0.165,0.21,0.057,H
R,1,2146410,-0.266,11.192,0.014,0.081,0.13,0.083,H
R,2,2146413,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2146416,3.794,9.465,3.185,-0.03,0.178,0.109,H
R,4,2146419,3.794,9.414,3.883,-0.06,0.177,0.089,H
L,0,2134570,-9.444,0.214,-0.654,-0.183,0.345,-0.762,G
L,1,2134574,-8.685,0.795,-0.328,-0.318,0.694,-0.557,G
L,2,2134578,-8.701,1.889,-0.666,-0.08,0.635,-0.722,G
L,3,2134582,-8.639,2.241,-1.325,0.015,0.933,-0.267,G
L,4,2134586,-7.426,-0.372,-4.353,-0.119,0.84,-0.501,G
R,0,2152465,-4.316,6.893,6.519,-0.581,-0.429,0.123,G
R,1,2152468,-0.588,7.999,4.852,0.145,-0.212,-0.087,G
R,2,2152471,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2152474,2.859,9.454,2.182,-0.081,-0.055,-0.058,G
R,4,2152477,4.312,9.33,1.149,-0.18,-0.117,-0.094,G
L,0,2140590,-6.384,-0.39,-2.533,1.403,-0.013,1.795,G
L,1,2140594,-5.62,-0.834,-3.102,1.235,-0.787,1.814,G
L,2,2140598,-5.977,-2.151,-3.14,0.833,-0.798,2.505,G
L,3,2140602,-5.152,-0.187,-4.159,0.485,-1.619,1.916,G
L,4,2140606,-3.71,-2.304,-4.557,0.148,-0.732,2.049,G
R,0,2158523,-7.895,9.379,1.717,0.897,-0.318,-1.261,G
R,1,2158526,-0.382,11.065,0.371,-0.074,-0.793,-0.967,G
R,2,2158529,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2158532,5.128,10.193,1.622,0.318,-0.82,-0.516,G
R,4,2158535,5.599,9.96,2.157,0.184,-0.597,-0.57,G
L,0,2146610,-4.335,-5.197,-6.105,-0.021,0.072,0.088,G
L,1,2146614,-3.764,-3.446,-8.074,-0.008,0.07,0.075,G
L,2,2146618,-3.721,-5.113,-7.426,0.018,0.069,0.078,G
L,3,2146622,-1.511,-0.63,-9.163,-0.017,0.032,0.093,G
L,4,2146625,1.438,-3.08,-8.102,-0.101,0.047,0.079,G
R,0,2164581,-3.534,6.023,5.611,0.163,0.088,0.116,G
R,1,2164584,0.172,8.055,3.259,0.013,-0.254,-0.066,G
R,2,2164587,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2164590,1.536,7.786,3.284,0.157,-0.852,0.165,G
R,4,2164593,2.351,7.772,3.045,0.102,-0.778,0.138,G
L,0,2152630,-9.171,-1.806,-2.107,0.214,-0.058,0.003,G
L,1,2152634,-9.329,-0.801,-2.35,0.233,-0.022,-0.067,G
L,2,2152638,-9.615,0.113,-2.453,0.259,-0.084,-0.034,G
L,3,2152642,-8.717,1.675,-3.858,0.261,-0.053,-0.026,G
L,4,2152646,-6.341,-1.215,-6.229,0.198,0.008,0.108,G
R,0,2170639,-4.761,5.661,6.387,0.475,0.079,-0.459,G
R,1,2170642,0.262,9.874,1.923,0.526,-0.587,-0.1,G
R,2,2170646,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2170649,3.403,8.86,4.961,-0.145,-0.709,0.174,G
R,4,2170652,5.109,8.898,4.709,-0.203,-0.662,0.213,G
L,0,2158650,-7.168,-4.009,-4.178,-0.188,-0.284,0.052,G
L,1,2158655,-6.953,-1.712,-5.666,-0.164,-0.222,-0.095,G
L,2,2158659,-7.321,-1.785,-5.497,-0.17,-0.218,-0.07,G
L,3,2158662,-5.759,1.359,-6.84,-0.132,-0.124,-0.216,G
L,4,2158666,-2.774,-1.832,-7.804,-0.087,-0.209,-0.199,G
R,0,2176698,-5.43,1.845,6.993,-0.034,-0.128,0.194,G
R,1,2176701,-3.956,6.962,3.493,-0.071,-0.137,0.192,G
R,2,2176704,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2176707,0.186,9.103,-0.588,-0.241,0.036,0.026,G
R,4,2176710,0.63,9.014,0.081,-0.242,0.041,0.052,G
L,0,2164670,-7.885,-3.415,-2.149,0.348,-0.989,2.809,G
L,1,2164674,-8.75,-3.019,-4.204,0.63,-1.991,2.131,G
L,2,2164678,-9.596,-3.497,-3.863,0.365,-1.689,2.597,G
L,3,2164682,-8.207,-1.17,-6.84,0.04,-2.955,1.392,G
L,4,2164686,-5.012,-4.484,-7.542,-0.167,-2.448,2.125,G
R,0,2182755,-4.835,3.067,7.532,-0.27,0.546,0.289,G
R,1,2182758,-3.335,6.177,5.255,1.06,-0.511,-0.557,G
R,2,2182761,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2182764,1.292,8.97,0.139,0.714,-0.645,0.308,G
R,4,2182767,2.055,8.892,0.262,0.846,-0.479,0.117,G
L,0,2170690,-8.631,-3.552,-1.541,-0.004,-0.014,0.04,G
L,1,2170694,-8.286,-2.968,-3.163,0.014,-0.007,-0.0,G
L,2,2170698,-8.744,-2.729,-2.8,0.029,-0.017,0.005,G
L,3,2170702,-7.67,-0.862,-5.379,0.026,-0.006,-0.007,G
L,4,2170706,-4.725,-3.894,-6.294,-0.032,-0.017,0.006,G
R,0,2188813,-3.098,1.791,4.805,-1.32,0.143,1.521,G
R,1,2188816,-3.261,7.514,1.076,-1.212,0.325,1.455,G
R,2,2188819,0.0,0.0,0.0,0.0,0.0,0.0,G
R,3,2188822,4.022,7.817,-2.237,-0.942,3.288,-0.705,G
R,4,2188825,3.607,7.315,-2.419,-0.859,2.622,-0.894,G
L,0,2176710,-5.625,-4.986,-5.642,-0.041,0.282,-0.074,H
L,1,2176714,-5.096,-3.23,-7.724,-0.04,0.307,-0.057,H
L,2,2176718,-4.931,-5.027,-7.228,-0.012,0.277,-0.104,H
L,3,2176722,-3.114,-0.618,-9.109,-0.017,0.287,0.005,H
L,4,2176725,0.071,-3.189,-8.469,-0.096,0.27,-0.066,H
R,0,2194871,-9.3,-3.432,1.125,-0.072,0.113,-0.109,H
R,1,2194874,-8.412,-2.292,2.029,-0.136,-0.174,-0.341,H
R,2,2194877,0.0,0.0,0.0,0.0,0.0,0.0,H
R,3,2194880,-6.665,3.691,-5.55,0.117,-0.059,-0.294,H
R,4,2194883,-6.008,3.213,-6.024,0.12,0.03,-0.229,H
L,0,2182730,-9.336,-2.155,0.182,-0.077,-0.068,-0.094,I
L,1,2182734,-9.219,-1.756,-0.165,-0.057,-0.013,-0.122,I
L,2,2182738,-9.584,-0.844,-0.43,-0.032,-0.032,-0.109,I
L,3,2182742,-9.284,-0.166,-2.624,0.003,0.032,-0.11,I
L,4,2182746,-7.095,-2.788,-4.822,-0.016,-0.015,-0.104,I
R,0,2200929,-4.027,4.326,-2.094,-1.621,-0.49,-0.866,I
R,1,2200932,-1.532,5.255,1.226,-0.919,-0.274,-1.445,I
R,2,2200935,0.0,0.0,0.0,0.0,0.0,0.0,I
R,3,2200938,0.247,5.917,0.765,1.337,-3.119,-0.068,I
R,4,2200941,1.3,5.75,0.241,1.801,-3.318,-0.026,I
L,0,2188750,-8.97,-2.002,-0.622,0.303,0.018,-0.144,I
